module_id,code,msg,isCalc,video_url
1009442,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009442&question=4.%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E6%B0%B4%E7%AE%B1%2C%E9%95%BF10+dm%E3%80%81%E5%AE%BD6+dm%2C%E6%B0%B4%E6%B7%B14.5+dm%2C%E5%BD%93%E6%8A%8A%E4%B8%80%E5%9D%97%E7%9F%B3%E5%A4%B4%E6%94%BE%E5%85%A5%E6%B0%B4%E7%AE%B1%E5%90%8E%28%E5%AE%8C%E5%85%A8%E6%B5%B8%E6%B2%A1%29%2C%E6%B0%B4%E4%BD%8D%E4%B8%8A%E5%8D%87%E5%88%B07+dm%28%E6%B0%B4%E6%9C%AA%E6%BA%A2%E5%87%BA%29%E3%80%82%E8%BF%99%E5%9D%97%E7%9F%B3%E5%A4%B4%E7%9A%84%E4%BD%93%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%B0%91%3F%286%E5%88%86%29
,0,success,False,
,0,success,False,
,0,success,False,
1009487,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009487&question=3.%E6%8A%8A%E4%B8%80%E5%9D%97%E7%8F%8A%E7%91%9A%E7%9F%B3%E6%94%BE%E8%BF%9B%E4%B8%80%E4%B8%AA%E6%9C%89%E6%B0%B4%E7%9A%84%E5%AE%B9%E5%99%A8%E4%B8%AD%EF%BC%8C%E5%AE%8C%E5%85%A8%E6%B5%B8%E6%B2%A1%EF%BC%8C%E6%B0%B4%E5%B9%B3%E4%B8%8A%E5%8D%87%E4%BA%863dm%EF%BC%8C%E5%AE%B9%E5%99%A8%E7%9A%84%E5%BA%95%E9%9D%A2%E7%A7%AF%E6%98%AF48dm%5E2%EF%BC%8C%E8%BF%99%E5%9D%97%E7%8F%8A%E7%91%9A%E7%9F%B3%E7%9A%84%E4%BD%93%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%A4%A7%3F%286%E5%88%86%29
1009705,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009705&question=%E5%BE%80%E4%B8%80%E4%B8%AA%E9%95%BF30%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD20%E5%8E%98%E7%B1%B3%EF%BC%8C%E6%B7%B115%E5%8E%98%E7%B1%B3%E7%9A%84%E6%B0%B4%E7%AE%B1%E5%86%85%E5%80%92%E5%85%A53%E5%8D%87%E6%B0%B4%EF%BC%8C%E8%BF%99%E6%97%B6%E6%B0%B4%E9%9D%A2%E7%A6%BB%E7%AE%B1%E5%8F%A3%E8%BF%98%E6%9C%89%E5%A4%9A%E5%B0%91%E5%88%86%E7%B1%B3%EF%BC%9F
,0,success,False,
1009425,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009425&question=%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E5%BD%A2%E7%8A%B6%E7%9A%84%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%8C%E9%95%BF5m%EF%BC%8C%E5%AE%BD4m%EF%BC%8C%E9%AB%982.5m%E3%80%82%E8%A6%81%E7%BB%99%E6%B1%A0%E5%BA%95%E5%92%8C%E5%9B%9B%E5%A3%81%E6%8A%B9%E4%B8%8A%E6%B0%B4%E6%B3%A5%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%B9%B3%E6%96%B9%E7%B1%B3%E7%94%A8%E6%B0%B4%E6%B3%A520.4kg%EF%BC%8C%E4%B8%80%E5%85%B1%E8%A6%81%E7%94%A8%E6%B0%B4%E6%B3%A5%E5%A4%9A%E5%B0%91%E5%8D%83%E5%85%8B%EF%BC%9F
1009431,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009431&question=2%E3%80%81%E4%B8%80%E4%B8%AA%E6%97%A0%E7%9B%96%E7%9A%84%E9%95%BF%E6%96%B9%E5%BD%A2%E9%B1%BC%E7%BC%B8%EF%BC%8C%E9%95%BF0.4%E7%B1%B3%E3%80%81%E5%AE%BD0.25%E7%B1%B3%E3%80%81%E6%B7%B10.3%E7%B1%B3%EF%BC%8C%E5%81%9A%E8%BF%99%E5%8F%AA%E9%B1%BC%E7%BC%B8%E8%87%B3%E5%B0%91%E8%A6%81%E7%94%A8%E7%8E%BB%E7%92%83%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F
,0,success,False,
,0,success,False,
1009444,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009444&question=23.%E4%B8%80%E4%B8%AA%E6%B0%B4%E6%B1%A0%E9%95%BF6%E7%B1%B3%E3%80%81%E5%AE%BD5%E7%B1%B3%E3%80%81%E9%AB%981.5%E7%B1%B3%E3%80%82%E6%B1%A0%E9%87%8C%E6%89%80%E5%82%A8%E7%9A%84%E6%B0%B4%E6%98%AF36%E7%AB%8B%E6%96%B9%E7%B1%B3%EF%BC%8C%E9%97%AE%E7%8E%B0%E5%9C%A8%E6%B0%B4%E9%9D%A2%E8%B7%9D%E6%B1%A0%E5%8F%A3%E5%A4%9A%E5%B0%91%E7%B1%B3%EF%BC%9F
,0,success,False,
,0,success,False,
,0,success,False,
,0,success,False,
1009584,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009584&question=5.%E4%B8%80%E4%B8%AA%E7%94%A8%E7%A1%AC%E7%BA%B8%E6%9D%BF%E5%81%9A%E6%88%90%E7%9A%84%E9%95%BF%E6%96%B9%E4%BD%93%E5%BD%B1%E9%9B%86%E5%B0%81%E5%A5%97%EF%BC%8C%E9%95%BF30%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD25%E5%8E%98%E7%B1%B3%EF%BC%8C%E9%AB%982%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%B0%81%E5%A5%97%E7%9A%84%E5%B7%A6%E9%9D%A2%E4%B8%8D%E5%B0%81%E5%8F%A3%EF%BC%8C%E5%81%9A%E8%BF%99%E4%B8%AA%E5%B0%81%E5%A5%97%E8%87%B3%E5%B0%91%E9%9C%80%E8%A6%81%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E5%8E%98%E7%B1%B3%E7%A1%AC%E7%BA%B8%E6%9D%BF%EF%BC%9F%EF%BC%886%E5%88%86%EF%BC%89
1009626,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009626&question=2.%E5%AE%BE%E9%A6%86%E9%97%A8%E5%8E%85%E9%87%8C%E6%9C%892%E6%A0%B9%E6%96%B9%E6%9F%B1%EF%BC%8C%E6%AF%8F%E6%A0%B9%E6%96%B9%E6%9F%B1%E9%AB%986%E7%B1%B3%EF%BC%8C%E5%BA%95%E9%9D%A2%E6%98%AF%E8%BE%B9%E9%95%BF%E4%B8%BA80%E5%8E%98%E7%B1%B3%E7%9A%84%E6%AD%A3%E6%96%B9%E5%BD%A2%E3%80%82%E5%A6%82%E6%9E%9C%E5%9C%A8%E6%AF%8F%E6%A0%B9%E6%96%B9%E6%9F%B1%E7%9A%84%E5%9B%9B%E5%91%A8%E8%B4%B4%E4%B8%8A%E5%A4%A7%E7%90%86%E7%9F%B3%EF%BC%8C%E9%82%A3%E4%B9%88%E8%B4%B4%E5%A4%A7%E7%90%86%E7%9F%B3%E7%9A%84%E9%9D%A2%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F%EF%BC%885%E5%88%86%EF%BC%89
,0,success,False,
,0,success,False,
1009462,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009462&question=5.%E4%B8%9C%E6%96%B9%E5%B0%8F%E5%AD%A6%E8%A6%81%E7%A0%8C%E4%B8%80%E9%81%93%E9%95%BF15%E7%B1%B3%EF%BC%8C%E5%8E%9A24%E5%8E%98%E7%B1%B3%EF%BC%8C%E9%AB%983%E7%B1%B3%E7%9A%84%E7%A0%96%E5%A2%99%E3%80%82%E5%A6%82%E6%9E%9C%E6%AF%8F%E7%AB%8B%E6%96%B9%E7%B1%B3%E7%94%A8%E7%A0%96525%E5%9D%97%E3%80%82%E4%B8%80%E5%85%B1%E7%94%A8%E7%A0%96%E5%A4%9A%E5%B0%91%E5%9D%97%EF%BC%9F%EF%BC%885%E5%88%86%EF%BC%89
1009485,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009485&question=14.%E4%B8%80%E4%B8%AA%E5%B0%8F%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%8C%E9%95%BF10%E7%B1%B3%EF%BC%8C%E5%AE%BD6%E7%B1%B3%EF%BC%8C%E9%AB%983%E7%B1%B3%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%88%86%E9%92%9F%E8%93%84%E6%B0%B418%E7%AB%8B%E6%96%B9%E7%B1%B3%EF%BC%8C%E7%94%A8%E5%A4%9A%E9%95%BF%E6%97%B6%E9%97%B4%E8%83%BD%E8%93%84%E6%BB%A1%E8%BF%99%E4%B8%AA%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%9F
1009486,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009486&question=16.%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E5%BD%A2%E6%B0%B4%E7%AE%B1%EF%BC%8C%E9%95%BF5%E5%88%86%E7%B1%B3%EF%BC%8C%E5%AE%BD4%E5%88%86%E7%B1%B3%EF%BC%8C%E9%AB%983%E5%88%86%E7%B1%B3%EF%BC%8E%E8%A3%85%E6%BB%A1%E6%B0%B4%E5%90%8E%E5%80%92%E5%85%A5%E4%B8%80%E4%B8%AA%E6%A3%B1%E9%95%BF%E6%98%AF5%E5%88%86%E7%B1%B3%E7%9A%84%E6%B0%B4%E7%AE%B1%E5%86%85%EF%BC%8C%E6%B0%B4%E6%B7%B1%E5%A4%9A%E5%B0%91%E5%88%86%E7%B1%B3%EF%BC%9F
,0,success,False,
module_id,code,msg,isCalc,video_url
1009442,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009442&question=4.%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E6%B0%B4%E7%AE%B1%2C%E9%95%BF10+dm%E3%80%81%E5%AE%BD6+dm%2C%E6%B0%B4%E6%B7%B14.5+dm%2C%E5%BD%93%E6%8A%8A%E4%B8%80%E5%9D%97%E7%9F%B3%E5%A4%B4%E6%94%BE%E5%85%A5%E6%B0%B4%E7%AE%B1%E5%90%8E%28%E5%AE%8C%E5%85%A8%E6%B5%B8%E6%B2%A1%29%2C%E6%B0%B4%E4%BD%8D%E4%B8%8A%E5%8D%87%E5%88%B07+dm%28%E6%B0%B4%E6%9C%AA%E6%BA%A2%E5%87%BA%29%E3%80%82%E8%BF%99%E5%9D%97%E7%9F%B3%E5%A4%B4%E7%9A%84%E4%BD%93%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%B0%91%3F%286%E5%88%86%29
,0,success,False,
,0,success,False,
,0,success,False,
1009487,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009487&question=3.%E6%8A%8A%E4%B8%80%E5%9D%97%E7%8F%8A%E7%91%9A%E7%9F%B3%E6%94%BE%E8%BF%9B%E4%B8%80%E4%B8%AA%E6%9C%89%E6%B0%B4%E7%9A%84%E5%AE%B9%E5%99%A8%E4%B8%AD%EF%BC%8C%E5%AE%8C%E5%85%A8%E6%B5%B8%E6%B2%A1%EF%BC%8C%E6%B0%B4%E5%B9%B3%E4%B8%8A%E5%8D%87%E4%BA%863dm%EF%BC%8C%E5%AE%B9%E5%99%A8%E7%9A%84%E5%BA%95%E9%9D%A2%E7%A7%AF%E6%98%AF48dm%5E2%EF%BC%8C%E8%BF%99%E5%9D%97%E7%8F%8A%E7%91%9A%E7%9F%B3%E7%9A%84%E4%BD%93%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%A4%A7%3F%286%E5%88%86%29
1009705,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009705&question=%E5%BE%80%E4%B8%80%E4%B8%AA%E9%95%BF30%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD20%E5%8E%98%E7%B1%B3%EF%BC%8C%E6%B7%B115%E5%8E%98%E7%B1%B3%E7%9A%84%E6%B0%B4%E7%AE%B1%E5%86%85%E5%80%92%E5%85%A53%E5%8D%87%E6%B0%B4%EF%BC%8C%E8%BF%99%E6%97%B6%E6%B0%B4%E9%9D%A2%E7%A6%BB%E7%AE%B1%E5%8F%A3%E8%BF%98%E6%9C%89%E5%A4%9A%E5%B0%91%E5%88%86%E7%B1%B3%EF%BC%9F
,0,success,False,
1009425,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009425&question=%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E5%BD%A2%E7%8A%B6%E7%9A%84%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%8C%E9%95%BF5m%EF%BC%8C%E5%AE%BD4m%EF%BC%8C%E9%AB%982.5m%E3%80%82%E8%A6%81%E7%BB%99%E6%B1%A0%E5%BA%95%E5%92%8C%E5%9B%9B%E5%A3%81%E6%8A%B9%E4%B8%8A%E6%B0%B4%E6%B3%A5%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%B9%B3%E6%96%B9%E7%B1%B3%E7%94%A8%E6%B0%B4%E6%B3%A520.4kg%EF%BC%8C%E4%B8%80%E5%85%B1%E8%A6%81%E7%94%A8%E6%B0%B4%E6%B3%A5%E5%A4%9A%E5%B0%91%E5%8D%83%E5%85%8B%EF%BC%9F
1009431,0,success,True,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009431&question=2%E3%80%81%E4%B8%80%E4%B8%AA%E6%97%A0%E7%9B%96%E7%9A%84%E9%95%BF%E6%96%B9%E5%BD%A2%E9%B1%BC%E7%BC%B8%EF%BC%8C%E9%95%BF0.4%E7%B1%B3%E3%80%81%E5%AE%BD0.25%E7%B1%B3%E3%80%81%E6%B7%B10.3%E7%B1%B3%EF%BC%8C%E5%81%9A%E8%BF%99%E5%8F%AA%E9%B1%BC%E7%BC%B8%E8%87%B3%E5%B0%91%E8%A6%81%E7%94%A8%E7%8E%BB%E7%92%83%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F
,0,success,False,
